0.727916, 0.000000, 0.000000, 7.339356 
0.727618, 0.014679, -0.149014, 7.339356 
0.727022, 0.029351, -0.298059, 7.336349 
0.726128, 0.044012, -0.447075, 7.330333 
0.724936, 0.058655, -0.596002, 7.321306 
0.723447, 0.073273, -0.744781, 7.309268 
0.721660, 0.087862, -0.893350, 7.294221 
0.719577, 0.102414, -1.041649, 7.276165 
0.717197, 0.116924, -1.189618, 7.255105 
0.714523, 0.131386, -1.337197, 7.231046 
0.711554, 0.145794, -1.484325, 7.203992 
0.708292, 0.160142, -1.630942, 7.173951 
0.704738, 0.174424, -1.776987, 7.140931 
0.700894, 0.188634, -1.922400, 7.104941 
0.696759, 0.202766, -2.067120, 7.065992 
0.692337, 0.216814, -2.211088, 7.024095 
0.687629, 0.230773, -2.354244, 6.979264 
0.682636, 0.244636, -2.496528, 6.931512 
0.677360, 0.258397, -2.637879, 6.880857 
0.671803, 0.272052, -2.778239, 6.827312 
0.665968, 0.285594, -2.917549, 6.770898 
0.659857, 0.299017, -3.055749, 6.711632 
0.653471, 0.312316, -3.192781, 6.649536 
0.646814, 0.325485, -3.328586, 6.584630 
0.639888, 0.338519, -3.463106, 6.516938 
0.632695, 0.351412, -3.596284, 6.446483 
0.625239, 0.364159, -3.728063, 6.373290 
0.617522, 0.376754, -3.858384, 6.297387 
0.609548, 0.389191, -3.987193, 6.218800 
0.601319, 0.401466, -4.114432, 6.137559 
0.592839, 0.413574, -4.240047, 6.053693 
0.584111, 0.425508, -4.363983, 5.967234 
0.575139, 0.437265, -4.486184, 5.878213 
0.565925, 0.448838, -4.606598, 5.786666 
0.556475, 0.460223, -4.725171, 5.692626 
0.546791, 0.471415, -4.841849, 5.596128 
0.536878, 0.482410, -4.956582, 5.497211 
0.526740, 0.493202, -5.069318, 5.395913 
0.516380, 0.503786, -5.180006, 5.292273 
0.505802, 0.514159, -5.288597, 5.186330 
0.495012, 0.524315, -5.395041, 5.078128 
0.484014, 0.534251, -5.499290, 4.967708 
0.472811, 0.543961, -5.601296, 4.855114 
0.461409, 0.553442, -5.701013, 4.740391 
0.449812, 0.562689, -5.798395, 4.623585 
0.438026, 0.571698, -5.893397, 4.504743 
0.426054, 0.580466, -5.985975, 4.383913 
0.413901, 0.588988, -6.076086, 4.261144 
0.401574, 0.597261, -6.163688, 4.136485 
0.389077, 0.605281, -6.248739, 4.009988 
0.376414, 0.613045, -6.331201, 3.881704 
0.363592, 0.620548, -6.411032, 3.751687 
0.350616, 0.627788, -6.488196, 3.619989 
0.337490, 0.634761, -6.562656, 3.486666 
0.324222, 0.641465, -6.634377, 3.351773 
0.310815, 0.647896, -6.703322, 3.215367 
0.297276, 0.654051, -6.769459, 3.077504 
0.283611, 0.659927, -6.832755, 2.938242 
0.269824, 0.665523, -6.893180, 2.797642 
0.255923, 0.670834, -6.950703, 2.655760 
