1.016700, 0.000000, 0.000000, 6.179125 
1.016698, 0.001236, -0.007638, 6.179125 
1.016695, 0.002472, -0.015277, 6.179116 
1.016691, 0.003707, -0.022915, 6.179098 
1.016685, 0.004943, -0.030554, 6.179070 
1.016677, 0.006179, -0.038192, 6.179033 
1.016668, 0.007415, -0.045830, 6.178987 
1.016657, 0.008651, -0.053469, 6.178931 
1.016645, 0.009886, -0.061107, 6.178866 
1.016631, 0.011122, -0.068745, 6.178792 
1.016616, 0.012358, -0.076383, 6.178708 
1.016599, 0.013594, -0.084021, 6.178615 
1.016581, 0.014829, -0.091659, 6.178513 
1.016561, 0.016065, -0.099297, 6.178401 
1.016540, 0.017301, -0.106935, 6.178281 
1.016517, 0.018536, -0.114572, 6.178151 
1.016492, 0.019772, -0.122209, 6.178011 
1.016466, 0.021008, -0.129847, 6.177863 
1.016439, 0.022243, -0.137484, 6.177705 
1.016410, 0.023479, -0.145121, 6.177538 
1.016379, 0.024714, -0.152757, 6.177361 
1.016347, 0.025949, -0.160394, 6.177176 
1.016314, 0.027185, -0.168030, 6.176981 
1.016278, 0.028420, -0.175666, 6.176777 
1.016242, 0.029656, -0.183302, 6.176563 
1.016204, 0.030891, -0.190937, 6.176341 
1.016164, 0.032126, -0.198573, 6.176108 
1.016123, 0.033361, -0.206208, 6.175867 
1.016080, 0.034596, -0.213843, 6.175616 
1.016035, 0.035831, -0.221477, 6.175356 
1.015990, 0.037066, -0.229111, 6.175087 
1.015942, 0.038301, -0.236745, 6.174809 
1.015893, 0.039536, -0.244379, 6.174520 
1.015843, 0.040771, -0.252012, 6.174223 
1.015791, 0.042006, -0.259645, 6.173917 
1.015738, 0.043241, -0.267277, 6.173602 
1.015683, 0.044475, -0.274909, 6.173277 
1.015626, 0.045710, -0.282541, 6.172943 
1.015568, 0.046944, -0.290173, 6.172599 
1.015509, 0.048179, -0.297804, 6.172246 
1.015447, 0.049413, -0.305434, 6.171885 
1.015385, 0.050648, -0.313064, 6.171513 
1.015321, 0.051882, -0.320694, 6.171133 
1.015255, 0.053116, -0.328323, 6.170743 
1.015188, 0.054350, -0.335952, 6.170343 
1.015119, 0.055584, -0.343581, 6.169935 
1.015049, 0.056818, -0.351209, 6.169518 
1.014977, 0.058052, -0.358836, 6.169091 
1.014904, 0.059285, -0.366463, 6.168654 
1.014829, 0.060519, -0.374089, 6.168209 
1.014753, 0.061753, -0.381715, 6.167754 
1.014675, 0.062986, -0.389341, 6.167290 
1.014596, 0.064219, -0.396965, 6.166817 
1.014515, 0.065453, -0.404590, 6.166334 
1.014432, 0.066686, -0.412213, 6.165843 
1.014348, 0.067919, -0.419837, 6.165341 
1.014263, 0.069152, -0.427459, 6.164831 
1.014176, 0.070385, -0.435081, 6.164311 
1.014087, 0.071617, -0.442703, 6.163783 
1.013997, 0.072850, -0.450323, 6.163244 
1.013905, 0.074083, -0.457943, 6.162697 
1.013812, 0.075315, -0.465563, 6.162140 
1.013718, 0.076547, -0.473182, 6.161574 
1.013621, 0.077780, -0.480800, 6.160999 
1.013524, 0.079012, -0.488417, 6.160414 
1.013425, 0.080244, -0.496034, 6.159821 
1.013324, 0.081476, -0.503650, 6.159217 
1.013222, 0.082707, -0.511266, 6.158605 
1.013118, 0.083939, -0.518881, 6.157983 
1.013013, 0.085170, -0.526495, 6.157352 
1.012906, 0.086402, -0.534108, 6.156713 
1.012797, 0.087633, -0.541720, 6.156063 
1.012687, 0.088864, -0.549332, 6.155405 
1.012576, 0.090095, -0.556943, 6.154737 
1.012463, 0.091326, -0.564553, 6.154059 
1.012349, 0.092556, -0.572163, 6.153373 
1.012233, 0.093787, -0.579771, 6.152678 
1.012115, 0.095017, -0.587379, 6.151973 
1.011996, 0.096248, -0.594986, 6.151258 
1.011876, 0.097478, -0.602592, 6.150535 
1.011754, 0.098708, -0.610198, 6.149803 
1.011630, 0.099937, -0.617802, 6.149061 
1.011505, 0.101167, -0.625406, 6.148310 
1.011379, 0.102397, -0.633009, 6.147549 
1.011250, 0.103626, -0.640610, 6.146780 
1.011121, 0.104855, -0.648211, 6.146001 
1.010990, 0.106084, -0.655811, 6.145213 
1.010857, 0.107313, -0.663410, 6.144415 
1.010723, 0.108542, -0.671009, 6.143609 
1.010587, 0.109770, -0.678606, 6.142793 
1.010450, 0.110999, -0.686202, 6.141968 
1.010311, 0.112227, -0.693798, 6.141133 
1.010171, 0.113455, -0.701392, 6.140290 
1.010029, 0.114683, -0.708985, 6.139437 
1.009886, 0.115911, -0.716578, 6.138575 
1.009741, 0.117138, -0.724169, 6.137703 
1.009594, 0.118366, -0.731759, 6.136823 
1.009447, 0.119593, -0.739349, 6.135933 
1.009297, 0.120820, -0.746937, 6.135034 
1.009146, 0.122047, -0.754524, 6.134126 
1.008994, 0.123273, -0.762110, 6.133208 
1.008840, 0.124500, -0.769695, 6.132282 
1.008684, 0.125726, -0.777279, 6.131346 
1.008527, 0.126952, -0.784862, 6.130401 
1.008369, 0.128178, -0.792444, 6.129447 
1.008209, 0.129404, -0.800025, 6.128483 
1.008047, 0.130629, -0.807604, 6.127510 
1.007884, 0.131854, -0.815183, 6.126528 
1.007720, 0.133080, -0.822760, 6.125536 
1.007554, 0.134304, -0.830336, 6.124536 
1.007386, 0.135529, -0.837911, 6.123526 
1.007217, 0.136754, -0.845485, 6.122507 
1.007046, 0.137978, -0.853058, 6.121479 
1.006874, 0.139202, -0.860629, 6.120441 
1.006701, 0.140426, -0.868199, 6.119395 
1.006526, 0.141650, -0.875768, 6.118339 
1.006349, 0.142873, -0.883336, 6.117274 
1.006171, 0.144096, -0.890902, 6.116200 
